DD/MM/YYYY,latest,open,max,min,volume,% change,,,,,,,,,,,,,
18/07/2019,4.704,4.589,4.704,4.513,1.16M,4.24%,,,,,,,,,,,,,
17/07/2019,4.513,4.513,4.551,4.436,446.93K,0.85%,,,,,,,,,,,,,
15/07/2019,4.474,4.474,4.589,4.436,757.24K,-1.68%,,,,,,,,,,,,,
12/07/2019,4.551,4.474,4.627,4.398,1.25M,1.71%,,,,,,,,,,,,,
11/07/2019,4.474,4.436,4.589,4.36,1.03M,0.86%,,,,,,,,,,,,,
10/07/2019,4.436,4.78,4.895,4.168,4.06M,-3.33%,,,,,,,,,,,,,
9/07/2019,4.589,4.742,4.972,4.13,7.42M,0.84%,,,,,,,,,,,,,
8/07/2019,4.551,4.016,4.551,4.016,3.20M,13.33%,,,,,,,,,,,,,
5/07/2019,4.016,4.016,4.168,3.824,1.07M,0.00%,,,,,,,,,,,,,
4/07/2019,4.016,3.729,4.13,3.71,4.47M,8.25%,,,,,,,,,,,,,
3/07/2019,3.71,3.595,3.71,3.557,400.07K,3.19%,,,,,,,,,,,,,
2/07/2019,3.595,3.518,3.652,3.499,283.69K,2.17%,,,,,,,,,,,,,
1/07/2019,3.518,3.499,3.518,3.442,416.29K,0.55%,,,,,,,,,,,,,
28/06/2019,3.499,3.537,3.537,3.442,254.70K,0.55%,,,,,,,,,,,,,
27/06/2019,3.48,3.576,3.595,3.442,288.19K,0.00%,,,,,,,,,,,,,
26/06/2019,3.48,3.518,3.537,3.404,424.46K,-0.55%,,,,,,,,,,,,,
25/06/2019,3.499,3.557,3.557,3.442,666.96K,-1.61%,,,,,,,,,,,,,
24/06/2019,3.557,3.614,3.614,3.518,211.76K,-1.06%,,,,,,,,,,,,,
21/06/2019,3.595,3.576,3.652,3.557,365.29K,1.62%,,,,,,,,,,,,,
20/06/2019,3.537,3.442,3.576,3.442,351.44K,1.09%,,,,,,,,,,,,,
19/06/2019,3.499,3.824,3.824,3.423,1.88M,-8.50%,,,,,,,,,,,,,
18/06/2019,3.824,3.346,3.901,3.327,5.30M,15.61%,,,,,,,,,,,,,
17/06/2019,3.308,3.212,3.308,3.212,352.63K,4.22%,,,,,,,,,,,,,
14/06/2019,3.174,3.136,3.174,3.117,141.80K,1.84%,,,,,,,,,,,,,
13/06/2019,3.117,3.079,3.117,3.059,90.38K,1.24%,,,,,,,,,,,,,
12/06/2019,3.079,3.079,3.117,3.059,84.28K,0.63%,,,,,,,,,,,,,
11/06/2019,3.059,3.059,3.098,3.021,146.29K,0.63%,,,,,,,,,,,,,
10/06/2019,3.04,3.04,3.059,3.002,103.56K,0.63%,,,,,,,,,,,,,
7/06/2019,3.021,3.059,3.059,2.983,175.07K,0.64%,,,,,,,,,,,,,
6/06/2019,3.002,3.059,3.155,2.945,265.56K,-0.63%,,,,,,,,,,,,,
5/06/2019,3.021,3.136,3.155,2.945,630.84K,-3.07%,,,,,,,,,,,,,
4/06/2019,3.117,3.155,3.155,3.021,261.16K,-2.98%,,,,,,,,,,,,,
31/05/2019,3.212,3.212,3.212,3.098,293.05K,0.00%,,,,,,,,,,,,,
30/05/2019,3.212,3.212,3.232,3.155,32.76K,0.00%,,,,,,,,,,,,,
29/05/2019,3.212,3.212,3.212,3.136,243.13K,0.00%,,,,,,,,,,,,,
28/05/2019,3.212,3.232,3.232,3.136,193.88K,-0.59%,,,,,,,,,,,,,
27/05/2019,3.232,3.193,3.251,3.155,230.78K,3.05%,,,,,,,,,,,,,
24/05/2019,3.136,3.079,3.193,3.002,297.08K,1.86%,,,,,,,,,,,,,
23/05/2019,3.079,3.117,3.136,3.021,223.80K,-1.23%,,,,,,,,,,,,,
22/05/2019,3.117,3.193,3.193,3.04,488.02K,-2.40%,,,,,,,,,,,,,
21/05/2019,3.193,3.193,3.212,3.136,218.95K,0.00%,,,,,,,,,,,,,
17/05/2019,3.193,3.079,3.27,3.059,385.75K,3.73%,,,,,,,,,,,,,
16/05/2019,3.079,3.079,3.117,2.926,172.75K,-0.62%,,,,,,,,,,,,,
15/05/2019,3.098,3.136,3.155,2.868,598.13K,-1.82%,,,,,,,,,,,,,
14/05/2019,3.155,3.155,3.155,2.983,292.32K,1.23%,,,,,,,,,,,,,
13/05/2019,3.117,3.824,3.824,2.868,2.25M,-16.84%,,,,,,,,,,,,,
10/05/2019,3.748,4.245,4.283,3.729,1.02M,-10.91%,,,,,,,,,,,,,
9/05/2019,4.207,4.13,4.436,4.13,204.89K,-0.90%,,,,,,,,,,,,,
8/05/2019,4.245,3.824,4.436,3.786,877.13K,11.00%,,,,,,,,,,,,,
7/05/2019,3.824,3.824,3.901,3.748,267.42K,0.00%,,,,,,,,,,,,,
3/05/2019,3.824,4.283,4.36,3.729,753.78K,-13.04%,,,,,,,,,,,,,
2/05/2019,4.398,4.092,4.436,4.016,419.81K,3.60%,,,,,,,,,,,,,
30/04/2019,4.245,4.666,4.666,4.207,247.32K,-8.26%,,,,,,,,,,,,,
29/04/2019,4.627,4.627,4.627,4.398,101.28K,1.68%,,,,,,,,,,,,,
26/04/2019,4.551,4.742,4.742,4.551,282.66K,-4.03%,,,,,,,,,,,,,
25/04/2019,4.742,4.704,4.895,4.666,132.29K,-1.59%,,,,,,,,,,,,,
24/04/2019,4.819,4.933,4.933,4.666,174.61K,0.00%,,,,,,,,,,,,,
23/04/2019,4.819,5.048,5.048,4.78,576.02K,-5.26%,,,,,,,,,,,,,
22/04/2019,5.086,5.278,5.316,4.972,598.60K,-3.62%,,,,,,,,,,,,,
19/04/2019,5.278,5.354,5.354,5.201,389.42K,0.00%,,,,,,,,,,,,,
18/04/2019,5.278,5.278,5.43,5.278,590.07K,-2.13%,,,,,,,,,,,,,
17/04/2019,5.392,5.316,5.507,5.163,793.15K,4.44%,,,,,,,,,,,,,
12/04/2019,5.163,5.01,5.239,4.933,419.39K,2.27%,,,,,,,,,,,,,
11/04/2019,5.048,4.666,5.125,4.666,573.74K,3.94%,,,,,,,,,,,,,
10/04/2019,4.857,4.666,4.857,4.666,81.90K,-0.78%,,,,,,,,,,,,,
9/04/2019,4.895,5.01,5.01,4.589,197.35K,1.59%,,,,,,,,,,,,,
5/04/2019,4.819,4.895,5.086,4.819,138.54K,-4.55%,,,,,,,,,,,,,
4/04/2019,5.048,5.048,5.163,4.972,113.06K,-2.94%,,,,,,,,,,,,,
3/04/2019,5.201,5.163,5.278,4.972,126.60K,0.00%,,,,,,,,,,,,,
2/04/2019,5.201,5.239,5.278,5.125,191.40K,-1.45%,,,,,,,,,,,,,
1/04/2019,5.278,5.239,5.278,5.01,228.14K,2.99%,,,,,,,,,,,,,
29/03/2019,5.125,4.857,5.316,4.589,426.88K,8.06%,,,,,,,,,,,,,
28/03/2019,4.742,4.589,4.742,4.589,235.64K,5.08%,,,,,,,,,,,,,
27/03/2019,4.513,4.513,4.551,4.436,25.73K,-1.67%,,,,,,,,,,,,,
26/03/2019,4.589,4.627,4.627,4.513,22.84K,0.00%,,,,,,,,,,,,,
25/03/2019,4.589,4.36,4.589,4.36,112.39K,0.84%,,,,,,,,,,,,,
22/03/2019,4.551,4.513,4.551,4.398,209.33K,-0.83%,,,,,,,,,,,,,
21/03/2019,4.589,4.589,4.589,4.513,206.85K,0.00%,,,,,,,,,,,,,
20/03/2019,4.589,4.436,4.589,4.436,71.62K,0.00%,,,,,,,,,,,,,
19/03/2019,4.589,4.474,4.627,4.474,88.31K,-0.83%,,,,,,,,,,,,,
18/03/2019,4.627,4.666,4.666,4.474,540.26K,-3.20%,,,,,,,,,,,,,
15/03/2019,4.78,4.436,4.78,4.36,332.22K,5.04%,,,,,,,,,,,,,
14/03/2019,4.551,4.78,4.972,4.398,925.49K,-8.46%,,,,,,,,,,,,,
13/03/2019,4.972,4.972,5.01,4.168,2.34M,0.00%,,,,,,,,,,,,,
12/03/2019,4.972,5.163,5.201,4.895,741.48K,-5.11%,,,,,,,,,,,,,
11/03/2019,5.239,5.43,5.507,5.239,297.44K,-5.52%,,,,,,,,,,,,,
8/03/2019,5.545,5.622,5.66,5.43,562.53K,0.00%,,,,,,,,,,,,,
7/03/2019,5.545,5.392,5.545,5.354,240.34K,1.40%,,,,,,,,,,,,,
6/03/2019,5.469,5.239,5.583,5.239,587.95K,2.14%,,,,,,,,,,,,,
5/03/2019,5.354,4.972,5.43,4.972,496.44K,4.48%,,,,,,,,,,,,,
4/03/2019,5.125,4.819,5.469,4.819,1.12M,-5.63%,,,,,,,,,,,,,
1/03/2019,5.43,5.545,5.545,3.901,4.04M,-2.07%,,,,,,,,,,,,,
28/02/2019,5.545,5.698,5.698,5.507,708.67K,-2.68%,,,,,,,,,,,,,
27/02/2019,5.698,5.736,5.736,5.545,1.33M,-0.67%,,,,,,,,,,,,,
26/02/2019,5.736,5.775,5.775,5.698,660.71K,-0.66%,,,,,,,,,,,,,
25/02/2019,5.775,5.775,5.775,5.698,373.25K,0.00%,,,,,,,,,,,,,
22/02/2019,5.775,5.622,5.775,5.583,600.67K,2.72%,,,,,,,,,,,,,
21/02/2019,5.622,5.622,5.775,5.622,634.46K,-2.00%,,,,,,,,,,,,,
20/02/2019,5.736,5.889,5.889,5.66,840.18K,-2.60%,,,,,,,,,,,,,
18/02/2019,5.889,5.775,5.928,5.66,676.37K,2.67%,,,,,,,,,,,,,
15/02/2019,5.736,5.813,5.813,5.622,734.76K,-1.32%,,,,,,,,,,,,,
14/02/2019,5.813,5.889,5.928,5.813,463.83K,-1.94%,,,,,,,,,,,,,
13/02/2019,5.928,5.813,6.119,5.813,2.58M,1.97%,,,,,,,,,,,,,
12/02/2019,5.813,5.813,5.889,5.775,746.85K,0.66%,,,,,,,,,,,,,
11/02/2019,5.775,5.889,5.889,5.736,569.51K,-1.95%,,,,,,,,,,,,,
8/02/2019,5.889,5.851,6.004,5.736,1.46M,0.65%,,,,,,,,,,,,,
7/02/2019,5.851,6.081,6.081,5.736,1.11M,-3.16%,,,,,,,,,,,,,
6/02/2019,6.042,5.889,6.272,5.889,4.70M,2.60%,,,,,,,,,,,,,
5/02/2019,5.889,5.813,5.889,5.736,1.31M,1.32%,,,,,,,,,,,,,
4/02/2019,5.813,5.851,6.004,5.813,2.03M,0.00%,,,,,,,,,,,,,
1/02/2019,5.813,5.698,5.813,5.583,1.59M,2.70%,,,,,,,,,,,,,
31/01/2019,5.66,5.851,5.851,5.66,927.30K,-2.63%,,,,,,,,,,,,,
30/01/2019,5.813,5.775,5.966,5.66,2.25M,-1.30%,,,,,,,,,,,,,
29/01/2019,5.889,5.239,5.928,5.163,5.16M,14.07%,,,,,,,,,,,,,
28/01/2019,5.163,5.239,5.469,4.933,3.85M,-6.25%,,,,,,,,,,,,,
25/01/2019,5.507,5.583,5.66,5.354,3.22M,-2.04%,,,,,,,,,,,,,
24/01/2019,5.622,5.698,5.851,5.622,6.08M,0.00%,,,,,,,,,,,,,
23/01/2019,5.622,5.736,5.889,5.545,10.71M,-2.65%,,,,,,,,,,,,,
22/01/2019,5.775,6.042,6.157,5.698,16.25M,-3.82%,,,,,,,,,,,,,
21/01/2019,6.004,5.622,6.578,5.583,44.64M,6.80%,,,,,,,,,,,,,
18/01/2019,5.622,5.316,5.775,5.201,20.51M,7.30%,,,,,,,,,,,,,
17/01/2019,5.239,4.627,5.66,4.627,32.11M,13.22%,,,,,,,,,,,,,
16/01/2019,4.627,4.627,4.704,4.551,1.29M,0.00%,,,,,,,,,,,,,
15/01/2019,4.627,4.589,4.704,4.551,2.18M,0.00%,,,,,,,,,,,,,
14/01/2019,4.627,4.551,4.742,4.474,3.20M,2.54%,,,,,,,,,,,,,
11/01/2019,4.513,4.666,4.666,4.36,6.26M,-1.67%,,,,,,,,,,,,,
10/01/2019,4.589,4.398,4.78,4.398,10.53M,5.26%,,,,,,,,,,,,,
9/01/2019,4.36,4.666,4.666,4.321,2.57M,-5.00%,,,,,,,,,,,,,
8/01/2019,4.589,5.086,5.086,4.551,6.68M,-10.45%,,,,,,,,,,,,,
7/01/2019,5.125,5.125,5.201,4.933,9.42M,1.52%,,,,,,,,,,,,,
4/01/2019,5.048,4.551,5.086,4.513,30.46M,10.92%,,,,,,,,,,,,,
3/01/2019,4.551,4.168,4.627,3.824,17.03M,8.18%,,,,,,,,,,,,,
2/01/2019,4.207,5.163,5.201,3.805,13.66M,-15.38%,,,,,,,,,,,,,
